"Category","Tag","Rank","Page","Wall_ID","Fans","PTA"
"brands","telecom","723","Canal Digital Kabel","406779196056588","6915","698"
"brands","telecom","724","Verizon Enterprise","149258653095","6894","115"
"brands","telecom","725","Orange Luxembourg","152405401483982","6880","38"
"brands","telecom","726","Lyse","129877037036081","6852","609"
"brands","telecom","727","BITĖ Lietuva","166043163410783","6841","521"
"brands","telecom","728","Expresso Senegal","136784053011082","6779","433"
"brands","telecom","729","Ericsson Brasil","249624265068138","6700","274"
"brands","telecom","730","Team Movistar","19244904366","6580","391"
"brands","telecom","731","Yes 4G UiTM","236911993014050","6360","34"
"brands","telecom","732","MXL Telecom","347099311999657","6313","329"
"brands","telecom","733","FPT Telecom","416683581703989","5992","1170"
"brands","telecom","734","TelstraClear","104773219155","5902","234"
"brands","telecom","735","Level 3 Communications","175618399119769","5876","178"
"brands","telecom","736","Telemach BiH","124330710952313","5833","798"
"brands","telecom","737","Сеть Ланет","177423298940194","5797","268"
"brands","telecom","738","Vodafone Lovers","101669859887401","5638","9"
"brands","telecom","739","Tele2 Kazakhstan","188516827854930","5467","347"
"brands","telecom","740","MTS Ukraine","125476650856255","5458","334"
"brands","telecom","741","U:fon","91546486779","5417","45"
"brands","telecom","742","ZTE Greece","123351034436283","5330","90"
"brands","telecom","743","凱擘家庭聯樂簿","301180916605871","5224","78"
"brands","telecom","744","Telekom Slovenije","118326401529068","5091","294"
"brands","telecom","745","UPC Direct Magyarország","392066777507064","5040","292"
"brands","telecom","746","Verizon Small Biz","112788258781745","4988","39"
"brands","telecom","747","Zain Palestine","118105613886","4954","0"
"brands","telecom","748","Tcell","176660229037297","4939","152"
"brands","telecom","749","Orange Israel Ru","266168630125816","4814","6"
"brands","telecom","750","Cisco Russia","157837424248395","4810","329"
"brands","telecom","751","Lattelecom","194022806783","4731","541"
"brands","telecom","752","UPC Broadband Slovakia","226129151683","4723","116"
"brands","telecom","753","Telio Schweiz","377919690011","4694","0"
"brands","telecom","754","Oceanic Time Warner Cable","111475223701","4639","193"
"brands","telecom","755","freenet","189606066299","4565","61"
"brands","telecom","756","GOVORIbob","134853189952147","4518","18"
"brands","telecom","757","YouTalkingToMe","504011959627455","4412","13"
"brands","telecom","758","Meo Kanal","175846519191610","4282","143"
"brands","telecom","759","Bluegrass Cellular","138351879511095","4237","46"
"brands","telecom","760","Debitel.si","102176403172792","4236","458"
"brands","telecom","761","ZeltaZivtina","124997030876952","4199","63"
"brands","telecom","762","DIJI","197035517056528","4114","0"
"brands","telecom","763","Sms Deals Inc.","191778330844166","4051","0"
"brands","telecom","764","Fonyk","161470213916690","4045","0"
"brands","telecom","765","Orange RDC","247509178699310","3994","267"
"brands","telecom","766","Airtel Tchad","222271184462334","3940","560"
"brands","telecom","767","Tesco mobile SK","125474757475232","3884","9"
"brands","telecom","768","beeline.kg","155679127814807","3846","280"
"brands","telecom","769","Reliance Communications","121486487877923","3846","24"
"brands","telecom","770","StarNet","140783746008028","3839","183"
"brands","telecom","771","Vodafone 3G","192929010738646","3812","58"
"brands","telecom","772","Vodafone Albania","123894794316767","3801","4"
"brands","telecom","773","Subisu Cablenet (P.) Ltd","177358498947045","3776","14"
"brands","telecom","774","Belgacom Bizz","282912485126935","3718","24"
"brands","telecom","775","Balticum TV","305366851561","3692","32"
"brands","telecom","776","WanTTed","259288964152903","3688","41"
"brands","telecom","777","Bite Latvija","195217260510825","3633","253"
"brands","telecom","778","Vodafone Føroyar","303774055629","3599","32"
"brands","telecom","779","Cellulike Guatemala","215240695200860","3534","0"
"brands","telecom","780","Assurance Wireless","108743989173668","3533","90"
"brands","telecom","781","Yota","123567200992371","3520","48"
"brands","telecom","782","Red Energy MTS","114388515269720","3470","0"
"brands","telecom","783","SafeLink Wireless","258565223107","3455","101"
"brands","telecom","784","CAMTEL (Cameroon…","206223562745026","3443","135"
"brands","telecom","785","TMSME.biz - Business Made Easy","109229379111548","3440","27"
"brands","telecom","786","Tata Communications","190413718587","3439","100"
"brands","telecom","787","Шпаркi Дамавiк","162636167082217","3419","69"
"brands","telecom","788","BOSİS Bilgi ve İletişim Sistemleri…","171643349532454","3371","36"
"brands","telecom","789","Viettel peru","151882691557398","3360","57"
"brands","telecom","790","izimobil","131050116912105","3346","8"
"brands","telecom","791","Smart Belize","60980342132","3337","20"
"brands","telecom","792","Latvijas Mobilais Telefons","197239286963377","3322","886"
"brands","telecom","793","MegaCom - ЗАО Альфа Телеком","156373344431823","3322","244"
"brands","telecom","794","MilliByte","298366286935076","3255","96"
"brands","telecom","795","CGATES","132335140183925","3226","75"
"brands","telecom","796","TT Arena","190985147579325","3218","7"
"brands","telecom","797","BulkSMS.com","106612592728974","3062","19"
"brands","telecom","798","Flow Curacao","142028635865864","2980","24"
"brands","telecom","799","Wasp Africa Ltd","182746718413749","2952","206"
"brands","telecom","800","VeratNet","19154461395","2949","13"
"brands","telecom","801","DIRECTV Ad Sales","105955829039","2933","21"
"brands","telecom","802","Lebara mobile","132398253471168","2910","109"
"brands","telecom","803","D-Link LatinAmerica (oficial)","410008502349148","2841","49"
"brands","telecom","804","TELE-POST","205697002832906","2832","22"
"brands","telecom","805","U Mobile broadband SKMM","383961114967434","2735","21"
"brands","telecom","806","Avaya LatAm","118869704793951","2693","248"
"brands","telecom","807","velcom likes","223113717743177","2557","199"
"brands","telecom","808","FM GROUP Mobile","130784980326301","2465","33"
"brands","telecom","809","okarte","94107212615","2465","20"
"brands","telecom","810","Padtec S/A","123874067680100","2406","16"
"brands","telecom","811","SKYMAX - Internet HD","169267946469513","2353","45"
"brands","telecom","812","Avantel","121782621204651","2228","72"
"brands","telecom","813","Digitel Venezuela","270996146322809","2157","50"
"brands","telecom","814","BakuTel Azerbaijan [Official]","105182206217477","2121","5"
"brands","telecom","815","SFR Business Team","121349471236743","2068","23"
"brands","telecom","816","Axiatel","62366386369","2042","10"
"brands","telecom","817","150","238612066272667","2025","66"
"brands","telecom","818","ADSL.BY","135542506467052","2017","77"
"brands","telecom","819","Orbitel España","147425288678553","2016","46"
"brands","telecom","820","Telefone","227348204045139","2002","20"
"brands","telecom","821","Avaya México","247175925323866","1915","330"
"brands","telecom","822","BAKCELL","222952307770962","1895","23"
"brands","telecom","823","Uniqa","105902286188682","1828","63"
"brands","telecom","824","freeSAT Slovensko","243495455762747","1823","99"
"brands","telecom","825","Sonera Yrityksille","395184863874433","1768","23"
"brands","telecom","826","Lebara Mobile Australia","176610319093184","1756","27"
"brands","telecom","827","Cалон связи PLAZMA","244988468845620","1747","19"
"brands","telecom","828","AGFEO Telekommunikation","284220448277203","1702","59"
"brands","telecom","829","Axxess DSL (Pty) Ltd","28009734235","1699","188"
"brands","telecom","830","Talkmobile","262012356483","1664","44"
"brands","telecom","831","Азбука связи","195208107196644","1639","154"
"brands","telecom","832","Gig SA","157180204342472","1610","91"
"brands","telecom","833","tunet","354824975234","1599","0"
"brands","telecom","834","Saima4G","406450896058131","1574","117"
"brands","telecom","835","Digital TV for Trinidad | Tobago…","160987037254208","1534","33"
"brands","telecom","836","gotalk mobile","113456388678675","1498","4"
"brands","telecom","837","HONDUTEL","123140534377388","1460","35"
"brands","telecom","838","primacom","210809542273323","1455","42"
"brands","telecom","839","HaloNet.pl","129074326859","1445","13"
"brands","telecom","840","Beeline Tajikistan","160931953937340","1442","85"
"brands","telecom","841","Ericsson Russia &amp; CIS","124015154307711","1421","48"
"brands","telecom","842","PerakendeKariyer.com","142347882491707","1295","0"
"brands","telecom","843","freeSAT Česká republika","340485606027894","1231","83"
"brands","telecom","844","Vodafone Zoozoos","71987374022","1226","1"
"brands","telecom","845","Auerswald GmbH &amp; Co. KG","158132360895218","1178","180"
"brands","telecom","846","NETBOX","133654243566","1173","132"
"brands","telecom","847","MTN Irancell","45283899373","1144","6"
"brands","telecom","848","Vonage UK","55375849511","1135","8"
"brands","telecom","849","Net One Telecomunicações SA","118706071528023","1115","41"
"brands","telecom","850","Emaxx Telecom","221106871233435","1053","127"
"brands","telecom","851","MEO Sk8Camp by WeSC","151544758251262","1045","2"
"brands","telecom","852","MegaFon Tj","187778371243897","1008","391"
"brands","telecom","853","ArpuPlus","139814162729134","867","11"
"brands","telecom","854","МТС - Беларусь","117120518319503","858","51"
"brands","telecom","855","WoM Lanka","132197260262","806","6"
"brands","telecom","856","Raiffeisen OnLine","103326803064861","792","10"
"brands","telecom","857","Network Norway","175460285826826","775","21"
"brands","telecom","858","Monaco Telecom (officiel)","144571875634610","730","94"
"brands","telecom","859","Thaicom PLC.","315991601812701","715","29"
"brands","telecom","860","numericable.be","113194502039486","704","5"
"brands","telecom","861","Virgin Mobile India","118889335502","689","5"
"brands","telecom","862","Aamra Companies","124242271036689","670","16"
"brands","telecom","863","Saudi Integrated Telecom Company -…","159731547423122","667","1"
"brands","telecom","864","Orange Slovensko","107898532564500","651","1"
"brands","telecom","865","Hello","172866064483","611","15"
"brands","telecom","866","Raganet - Internet a banda larga…","136440543100342","597","4"
"brands","telecom","867","Airvoice Wireless","168570449849901","550","11"
"brands","telecom","868","Freebone s.r.o.","82748176929","529","4"
"brands","telecom","869","Интернет-провайдер Фрегат","237484756269242","523","10"
"brands","telecom","870","T-Systems Austria","466841995098","514","19"
"brands","telecom","871","Arkwest Communications, Inc.","185759211453091","513","5"
"brands","telecom","872","Velcom Crazy avatar","157427954282225","493","0"
"brands","telecom","873","Tronic World","248882391830643","482","8"
"brands","telecom","874","MTN irancell","117913964914343","470","4"
"brands","telecom","875","Tec-Wi Wireless","103903799688039","466","29"
"brands","telecom","876","Lumos Networks","192201680842332","453","8"
"brands","telecom","877","MTN Areeba Guinée","296659357011372","450","27"
"brands","telecom","878","Telkom","410141722387619","439","113"
"brands","telecom","879","Hawaiian Telcom","115465985183863","437","91"
"brands","telecom","880","Set’mobile","411837588872921","433","29"
